rate_K_per_min	alpha	T_K	dalpha_dt	Evya_kJ_per_mol	A_xlsx_per_sec
1	0	314.15	2.22376e-06	78.2	22392388.32
1	0.001	321.65231	4.53793e-06	77.1	15079196.09
1	0.002	324.08709	8.22616e-06	78.2	33142364.32
1	0.003	325.8249	1.08846e-05	78.3	39015777.61
1	0.004	327.19588	1.32911e-05	79	54648745.7
1	0.00501	328.35338	1.55248e-05	79.1	59832089.64
1	0.00601	329.35621	1.77323e-05	78.9	58220291.47
1	0.00701	330.24228	1.98007e-05	79.4	72266963.56
1	0.00801	331.04541	2.17727e-05	79.5	76898743.2
1	0.00901	331.77802	2.37248e-05	79.6	81600345.93
1	0.01001	332.45409	2.57199e-05	79.3	74915914.43
1	0.01101	333.07747	2.75954e-05	79.8	91343083.2
1	0.01201	333.66433	2.93677e-05	79.8	92498865.07
1	0.01301	334.2148	3.12329e-05	79.9	97357972.16
1	0.01401	334.73359	3.30813e-05	79.9	98725027.43
1	0.01502	335.22421	3.48975e-05	79.9	99962111.53
1	0.01602	335.69035	3.66686e-05	80	104724613.6
1	0.01702	336.13469	3.83936e-05	80.1	109531515.6
1	0.01802	336.55984	4.00143e-05	80.4	122680439.8
1	0.01902	336.96887	4.16438e-05	80.5	127910910.3
1	0.02002	337.36142	4.34018e-05	80.4	124538498.9
1	0.02102	337.73799	4.51706e-05	80.3	121268552.7
1	0.02202	338.10037	4.68943e-05	80.3	122220679.2
1	0.02302	338.44975	4.85372e-05	80.5	132009367.4
1	0.02402	338.788	5.01381e-05	80.6	137453758.5
1	0.02503	339.11543	5.17258e-05	80.7	143070531.6
1	0.02603	339.43321	5.33387e-05	80.7	143778262.3
1	0.02703	339.74114	5.49388e-05	80.8	149656350.3
1	0.02803	340.04067	5.64722e-05	80.9	155566419.8
1	0.02903	340.33211	5.80345e-05	81	161778487.9
1	0.03003	340.61572	5.96406e-05	81	162507085.3
1	0.03103	340.89167	6.1263e-05	81	163275459
1	0.03203	341.16046	6.28444e-05	81	163930063.1
1	0.03303	341.4227	6.44063e-05	81	164529335.8
1	0.03403	341.67861	6.59339e-05	81.1	170954066.7
1	0.03504	341.92882	6.75309e-05	81	165721026.6
1	0.03604	342.17278	6.91318e-05	81.1	172364078.7
1	0.03704	342.41153	7.06474e-05	81.1	172855493.1
1	0.03804	342.64514	7.21317e-05	81.2	179462749.9
1	0.03904	342.87416	7.36069e-05	81.3	186287975.4
1	0.04004	343.09849	7.51183e-05	81.3	186795251
1	0.04104	343.31839	7.65805e-05	81.4	193855404.9
1	0.04204	343.53424	7.80471e-05	81.4	194261948.2
1	0.04304	343.74595	7.95962e-05	81.4	194873946.1
1	0.04404	343.95348	8.11568e-05	81.4	195513580.1
1	0.04505	344.15713	8.26541e-05	81.5	202973060.1
1	0.04605	344.3572	8.40656e-05	81.6	210489102.5
1	0.04705	344.55407	8.55594e-05	81.5	203751744.8
1	0.04805	344.74722	8.70585e-05	81.6	211509704.8
1	0.04905	344.93736	8.84927e-05	81.6	211869056.6
1	0.05005	345.1243	9.00116e-05	81.6	212433028.4
1	0.05105	345.30808	9.14841e-05	81.6	212889058.6
1	0.05205	345.48905	9.29065e-05	81.7	220782880.3
1	0.05305	345.66724	9.43131e-05	81.7	221096532.1
1	0.05405	345.84286	9.56899e-05	81.8	229176189.7
1	0.05506	346.01596	9.71128e-05	81.8	229542415
1	0.05606	346.18646	9.86023e-05	81.8	230065431.4
1	0.05706	346.35437	0.000100091	81.8	230587591.2
1	0.05806	346.51985	0.000101498	81.8	230923286.3
1	0.05906	346.68313	0.000102856	81.9	239310115.7
1	0.06006	346.84426	0.000104337	81.8	231653170.8
1	0.06106	347.00295	0.000105864	81.8	232261159.5
1	0.06206	347.15946	0.000107226	81.9	240705799.7
1	0.06306	347.31414	0.000108557	81.9	240890249.2
1	0.06406	347.46684	0.000109926	82	249658192.6
1	0.06507	347.61769	0.000111261	82	249866312.1
1	0.06607	347.76675	0.000112635	82	250162008.9
1	0.06707	347.91394	0.000114099	82	250659559.5
1	0.06807	348.0592	0.000115532	82	251091674.4
1	0.06907	348.20276	0.000116861	82.1	260132016.3
1	0.07007	348.34473	0.00011822	82.1	260412778.6
1	0.07107	348.48501	0.00011966	82.1	260874563.4
1	0.07207	348.62359	0.000121067	82.1	261266902
1	0.07307	348.76062	0.000122368	82.2	270607080.7
1	0.07407	348.89627	0.000123706	82.2	270859502.3
1	0.07508	349.03036	0.000125075	82.2	271187550.5
1	0.07608	349.16305	0.00012641	82.3	280954405.5
1	0.07708	349.29432	0.000127826	82.2	271870342.5
1	0.07808	349.42409	0.000129255	82.2	272329969.5
1	0.07908	349.55248	0.000130575	82.3	282104358.1
1	0.08008	349.67963	0.000131871	82.3	282292176.9
1	0.08108	349.80551	0.000133246	82.3	282651887.3
1	0.08208	349.93006	0.000134615	82.3	283002141.6
1	0.08308	350.05338	0.000135976	82.3	283337375.1
1	0.08408	350.17545	0.000137317	82.3	283634227.9
1	0.08509	350.29638	0.000138549	82.4	293623450
1	0.08609	350.41628	0.000139741	82.5	303870651.5
1	0.08709	350.53516	0.000141049	82.5	304116209.9
1	0.08809	350.65285	0.000142504	82.4	294407848
1	0.08909	350.76931	0.000143913	82.5	305151399.7
1	0.09009	350.88471	0.000145183	82.5	305328622.1
1	0.09109	350.99914	0.000146456	82.5	305514933.6
1	0.09209	351.11254	0.000147727	82.6	316355398
1	0.09309	351.22501	0.000148985	82.6	316520172.4
1	0.09409	351.3365	0.000150306	82.6	316822448.5
1	0.0951	351.44701	0.000151703	82.6	317290167.9
1	0.0961	351.55646	0.000153073	82.5	307015555.5
1	0.0971	351.66499	0.000154296	82.7	328868406.4
1	0.0981	351.77271	0.000155524	82.7	328991338.3
1	0.0991	351.87954	0.000156862	82.6	318282851.4
1	0.1001	351.98543	0.00015817	82.7	329650418.9
1	0.1011	352.0905	0.000159424	82.7	329840191.7
1	0.1021	352.19473	0.00016071	82.7	330099682.3
1	0.1031	352.29812	0.000161974	82.7	330317642
1	0.1041	352.40073	0.000163218	82.7	330497787.5
1	0.10511	352.50255	0.00016449	82.8	342221862.8
1	0.10611	352.60358	0.000165819	82.8	342588251.4
1	0.10711	352.70378	0.000167198	82.7	331558586.4
1	0.10811	352.80315	0.000168537	82.8	343453127.4
1	0.10911	352.90176	0.00016979	82.8	343673395.8
1	0.11011	352.99967	0.000171045	82.8	343900285.8
1	0.11111	353.09684	0.000172592	82.6	322011675.3
1	0.11211	353.193	0.000174071	82.7	333832880.4
1	0.11311	353.28853	0.000174786	83	368849156.7
1	0.11411	353.3839	0.000175491	83	367938283.1
1	0.11512	353.47866	0.000176842	83	368393483.6
1	0.11612	353.57259	0.000178185	83	368833412.1
1	0.11712	353.66592	0.000179339	83	368883760.5
1	0.11812	353.75864	0.000180576	83	369108373.1
1	0.11912	353.8507	0.000181886	83	369485425.7
1	0.12012	353.94209	0.000183167	83.1	382589763.5
1	0.12112	354.03287	0.000184402	83.1	382825474.3
1	0.12212	354.12304	0.000185644	83.1	383079134.9
1	0.12312	354.21261	0.000186887	83.1	383338079.9
1	0.12412	354.30158	0.000188153	83.1	383647337.2
1	0.12513	354.38995	0.000189406	83.1	383937698.2
1	0.12613	354.47775	0.000190621	83.1	384149767.6
1	0.12713	354.56499	0.000191802	83.1	384297161.8
1	0.12813	354.65172	0.000192965	83.2	397672373.9
1	0.12913	354.73791	0.000194156	83.2	397849343.7
1	0.13013	354.82357	0.000195341	83.2	398017807.7
1	0.13113	354.90872	0.000196538	83.2	398213972.1
1	0.13213	354.99335	0.000197814	83.2	398572903.3
1	0.13313	355.0774	0.000199092	83.2	398939739.1
1	0.13413	355.16094	0.000200329	83.2	399226700.3
1	0.13514	355.24396	0.00020154	83.2	399469972.2
1	0.13614	355.3265	0.000202703	83.2	399616686.4
1	0.13714	355.40857	0.000203905	83.2	399843407
1	0.13814	355.49014	0.000205107	83.3	413841921.5
1	0.13914	355.57125	0.000206225	83.3	413911366.9
1	0.14014	355.65194	0.000207396	83.3	414090022.5
1	0.14114	355.73214	0.000208608	83.3	414354819.7
1	0.14214	355.81189	0.000209839	83.3	414659850.9
1	0.14314	355.89115	0.000211107	83.3	415041390.8
1	0.14414	355.96995	0.000212264	83.3	415208003.6
1	0.14515	356.04835	0.000213408	83.3	415356743.6
1	0.14615	356.1263	0.000214548	83.4	429770261.1
